,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
11258,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-08,,-0.3061225,,A,Normal value,,,,,,,2,Two
11259,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-09,,-0.5629478,,A,Normal value,,,,,,,2,Two
11260,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-10,,0.1029336,,A,Normal value,,,,,,,2,Two
11261,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-11,,-0.2982005,,A,Normal value,,,,,,,2,Two
11262,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-12,,-0.7322607,,A,Normal value,,,,,,,2,Two
11263,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-01,,-0.1038961,,A,Normal value,,,,,,,2,Two
11264,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-02,,0.6760271,,A,Normal value,,,,,,,2,Two
11265,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-03,,0.8264463,,A,Normal value,,,,,,,2,Two
11266,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-04,,-0.05122951,,A,Normal value,,,,,,,2,Two
11267,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-05,,0.05125577,,A,Normal value,,,,,,,2,Two
11268,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-06,,0.3586065,,A,Normal value,,,,,,,2,Two
11269,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-08,,0.05104645,,A,Normal value,,,,,,,2,Two
11270,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-09,,0.2040816,,A,Normal value,,,,,,,2,Two
11271,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-10,,-0.3564155,,A,Normal value,,,,,,,2,Two
11272,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-11,,0.1021972,,A,Normal value,,,,,,,2,Two
11273,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2016-12,,0.4594181,,A,Normal value,,,,,,,2,Two
11274,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-01,,0.4065041,,A,Normal value,,,,,,,2,Two
11275,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-02,,1.315789,,A,Normal value,,,,,,,2,Two
11276,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-03,,0.2497503,,A,Normal value,,,,,,,2,Two
11277,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-04,,0.2989537,,A,Normal value,,,,,,,2,Two
11278,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-05,,0.1987084,,A,Normal value,,,,,,,2,Two
11279,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-06,,-0.04957858,,A,Normal value,,,,,,,2,Two
11280,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-07,,0.6448413,,A,Normal value,,,,,,,2,Two
11281,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-08,,0.3942829,,A,Normal value,,,,,,,2,Two
11282,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-09,,-0.0490918,,A,Normal value,,,,,,,2,Two
11283,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-10,,-0.2455796,,A,Normal value,,,,,,,2,Two
11284,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-11,,0.5416051,,A,Normal value,,,,,,,2,Two
11285,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-12,,-0.3428012,,A,Normal value,,,,,,,2,Two
11286,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-01,,0.4422604,,A,Normal value,,,,,,,2,Two
11287,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-02,,0.9295499,,A,Normal value,,,,,,,2,Two
11288,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-03,,0.0484731,,A,Normal value,,,,,,,2,Two
11289,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-04,,0.3875969,,A,Normal value,,,,,,,2,Two
11290,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-05,,0.2895753,,A,Normal value,,,,,,,2,Two
11291,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-06,,0.9143407,,A,Normal value,,,,,,,2,Two
11292,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-07,,0.1430615,,A,Normal value,,,,,,,2,Two
11293,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-08,,0.4761905,,A,Normal value,,,,,,,2,Two
11294,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-10,,0.521327,,A,Normal value,,,,,,,2,Two
11295,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-11,,-0.5186233,,A,Normal value,,,,,,,2,Two
11296,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-12,,-0.2369668,,A,Normal value,,,,,,,2,Two
11297,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-01,,-0.2375297,,A,Normal value,,,,,,,2,Two
11298,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-02,,0.1428571,,A,Normal value,,,,,,,2,Two
11299,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-03,,0.3328578,,A,Normal value,,,,,,,2,Two
11300,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-04,,1.327014,,A,Normal value,,,,,,,2,Two
11301,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-05,,0.2338634,,A,Normal value,,,,,,,2,Two
11302,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-06,,0.1866542,,A,Normal value,,,,,,,2,Two
11303,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-07,,-0.1397299,,A,Normal value,,,,,,,2,Two
11304,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-08,,0.6996269,,A,Normal value,,,,,,,2,Two
11305,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-09,,-0.1389532,,A,Normal value,,,,,,,2,Two
11306,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-10,,-0.09276438,,A,Normal value,,,,,,,2,Two
11307,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-11,,-0.2321263,,A,Normal value,,,,,,,2,Two
11308,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-12,,-0.3257329,,A,Normal value,,,,,,,2,Two
11309,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-01,,-0.3734827,,A,Normal value,,,,,,,2,Two
11310,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-02,,0.4686036,,A,Normal value,,,,,,,2,Two
11311,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-03,,-0.6996269,,A,Normal value,,,,,,,2,Two
11312,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-04,,-0.3757633,,A,Normal value,,,,,,,2,Two
11313,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-05,,-0.660066,,A,Normal value,,,,,,,2,Two
11314,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-06,,0.901756,,A,Normal value,,,,,,,2,Two
11315,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-08,,0.611477,,A,Normal value,,,,,,,2,Two
11316,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-09,,-0.2805049,,A,Normal value,,,,,,,2,Two
11317,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-10,,-0.5157056,,A,Normal value,,,,,,,2,Two
11318,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-11,,0.1413761,,A,Normal value,,,,,,,2,Two
11319,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-01,,0.6588235,,A,Normal value,,,,,,,2,Two
11320,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-02,,0.8415147,,A,Normal value,,,,,,,2,Two
11321,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-03,,-0.1854427,,A,Normal value,,,,,,,2,Two
11322,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-04,,0.3715746,,A,Normal value,,,,,,,2,Two
11323,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-05,,0.9717723,,A,Normal value,,,,,,,2,Two
11324,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-06,,1.145738,,A,Normal value,,,,,,,2,Two
11325,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-07,,1.087449,,A,Normal value,,,,,,,2,Two
11326,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-08,,0.7171672,,A,Normal value,,,,,,,2,Two
11327,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-09,,1.246106,,A,Normal value,,,,,,,2,Two
11328,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-10,,-0.1758242,,A,Normal value,,,,,,,2,Two
11329,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,EST,Estonia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-11,,1.849406,,A,Normal value,,,,,,,2,Two
